DATE,BAMLCC0A4BBBTRIV
1988-12-16,100.02
1988-12-19,100.07
1988-12-20,100.28
1988-12-21,100.45
1988-12-22,100.51
1988-12-23,100.69
1988-12-26,.
1988-12-27,100.61
1988-12-28,100.30
1988-12-29,100.18
1988-12-30,100.31
1988-12-31,100.28
1989-01-02,.
1989-01-03,100.10
1989-01-04,99.97
1989-01-05,99.96
1989-01-06,99.95
1989-01-09,100.11
1989-01-10,100.21
1989-01-11,100.28
1989-01-12,100.34
1989-01-13,100.81
1989-01-16,101.02
1989-01-17,101.05
1989-01-18,101.19
1989-01-19,101.30
1989-01-20,101.18
1989-01-23,101.20
1989-01-24,101.52
1989-01-25,101.70
1989-01-26,101.55
1989-01-27,101.92
1989-01-30,101.94
1989-01-31,101.82
1989-02-01,101.82
1989-02-02,101.90
1989-02-03,101.86
1989-02-06,101.89
1989-02-07,101.85
1989-02-08,102.37
1989-02-09,101.75
1989-02-10,101.07
1989-02-13,101.17
1989-02-14,101.20
1989-02-15,101.13
1989-02-16,101.20
1989-02-17,101.28
1989-02-20,.
1989-02-21,101.37
1989-02-22,101.23
1989-02-23,100.97
1989-02-24,100.89
1989-02-27,100.90
1989-02-28,101.22
1989-03-01,101.51
1989-03-02,101.30
1989-03-03,101.48
1989-03-06,101.71
1989-03-07,101.80
1989-03-08,101.86
1989-03-09,101.91
1989-03-10,101.76
1989-03-13,101.67
1989-03-14,101.69
1989-03-15,101.81
1989-03-16,102.00
1989-03-17,101.23
1989-03-20,101.32
1989-03-21,100.98
1989-03-22,101.17
1989-03-23,101.41
1989-03-24,.
1989-03-27,101.52
1989-03-28,101.54
1989-03-29,101.77
1989-03-30,102.04
1989-03-31,101.84
1989-04-03,102.34
1989-04-04,102.36
1989-04-05,102.46
1989-04-06,102.49
1989-04-07,102.40
1989-04-10,102.24
1989-04-11,102.33
1989-04-12,102.32
1989-04-13,102.33
1989-04-14,102.58
1989-04-17,102.79
1989-04-18,103.21
1989-04-19,103.35
1989-04-20,103.04
1989-04-21,102.96
1989-04-24,103.18
1989-04-25,.
1989-04-26,.
1989-04-27,.
1989-04-28,103.64
1989-04-30,103.70
1989-05-01,103.31
1989-05-02,103.16
1989-05-03,103.36
1989-05-04,103.38
1989-05-05,103.85
1989-05-08,103.69
1989-05-09,103.49
1989-05-10,103.12
1989-05-11,103.22
1989-05-12,104.43
1989-05-15,105.40
1989-05-16,104.58
1989-05-17,104.72
1989-05-18,104.93
1989-05-19,105.45
1989-05-22,106.03
1989-05-23,106.48
1989-05-24,106.02
1989-05-25,105.93
1989-05-26,106.03
1989-05-29,.
1989-05-30,106.43
1989-05-31,106.61
1989-06-01,106.70
1989-06-02,107.48
1989-06-05,108.07
1989-06-06,108.15
1989-06-07,.
1989-06-08,108.71
1989-06-09,109.16
1989-06-12,109.38
1989-06-13,109.11
1989-06-14,109.12
1989-06-15,109.20
1989-06-16,108.44
1989-06-19,108.41
1989-06-20,108.44
1989-06-21,108.66
1989-06-22,108.43
1989-06-23,108.55
1989-06-26,109.25
1989-06-27,109.50
1989-06-28,109.62
1989-06-29,109.46
1989-06-30,109.84
1989-07-03,109.84
1989-07-04,.
1989-07-05,109.84
1989-07-06,109.84
1989-07-07,110.39
1989-07-10,110.39
1989-07-11,110.39
1989-07-12,.
1989-07-13,110.41
1989-07-14,110.28
1989-07-17,110.31
1989-07-18,110.08
1989-07-19,109.79
1989-07-20,110.07
1989-07-21,110.10
1989-07-24,110.15
1989-07-25,110.30
1989-07-26,110.46
1989-07-27,110.82
1989-07-28,111.35
1989-07-31,111.45
1989-08-01,111.85
1989-08-02,111.96
1989-08-03,111.95
1989-08-04,111.15
1989-08-07,110.76
1989-08-08,110.78
1989-08-09,110.78
1989-08-10,110.65
1989-08-11,110.80
1989-08-14,110.32
1989-08-15,109.70
1989-08-16,110.17
1989-08-17,110.31
1989-08-18,110.05
1989-08-21,110.15
1989-08-22,109.87
1989-08-23,109.69
1989-08-24,110.09
1989-08-25,110.13
1989-08-28,110.05
1989-08-29,109.84
1989-08-30,109.97
1989-08-31,110.07
1989-09-01,110.38
1989-09-04,.
1989-09-05,110.41
1989-09-06,110.44
1989-09-07,110.57
1989-09-08,110.66
1989-09-11,110.86
1989-09-12,110.90
1989-09-13,110.93
1989-09-14,111.14
1989-09-15,111.16
1989-09-18,111.34
1989-09-19,111.32
1989-09-20,111.22
1989-09-21,110.88
1989-09-22,110.84
1989-09-25,110.77
1989-09-26,110.59
1989-09-27,110.76
1989-09-28,110.74
1989-09-29,110.68
1989-09-30,110.71
1989-10-02,110.83
1989-10-03,110.98
1989-10-04,111.24
1989-10-05,111.36
1989-10-06,111.71
1989-10-09,111.98
1989-10-10,112.18
1989-10-11,112.10
1989-10-12,112.16
1989-10-13,112.32
1989-10-16,113.22
1989-10-17,112.65
1989-10-18,112.64
1989-10-19,112.72
1989-10-20,112.72
1989-10-23,112.76
1989-10-24,112.75
1989-10-25,112.98
1989-10-26,112.98
1989-10-27,112.93
1989-10-30,112.94
1989-10-31,112.87
1989-11-01,112.90
1989-11-02,112.99
1989-11-03,112.81
1989-11-06,112.68
1989-11-07,112.79
1989-11-08,112.96
1989-11-09,113.01
1989-11-10,112.96
1989-11-13,113.02
1989-11-14,113.10
1989-11-15,113.18
1989-11-16,113.26
1989-11-17,113.18
1989-11-20,113.24
1989-11-21,113.27
1989-11-22,113.44
1989-11-23,.
1989-11-24,113.51
1989-11-27,113.64
1989-11-28,113.57
1989-11-29,113.59
1989-11-30,113.94
1989-12-01,113.92
1989-12-04,113.51
1989-12-05,113.56
1989-12-06,113.59
1989-12-07,113.50
1989-12-08,113.55
1989-12-11,113.64
1989-12-12,113.66
1989-12-13,113.70
1989-12-14,113.76
1989-12-15,113.81
1989-12-18,113.91
1989-12-19,113.95
1989-12-20,113.80
1989-12-21,113.80
1989-12-22,113.79
1989-12-25,.
1989-12-26,113.75
1989-12-27,113.79
1989-12-28,113.80
1989-12-29,113.88
1989-12-31,113.94
1990-01-02,113.87
1990-01-03,113.83
1990-01-04,113.84
1990-01-05,113.90
1990-01-08,113.98
1990-01-09,114.01
1990-01-10,113.99
1990-01-11,114.05
1990-01-12,113.90
1990-01-15,114.14
1990-01-16,113.88
1990-01-17,113.86
1990-01-18,113.78
1990-01-19,113.74
1990-01-22,113.63
1990-01-23,113.64
1990-01-24,113.19
1990-01-25,113.12
1990-01-26,112.93
1990-01-29,112.69
1990-01-30,112.44
1990-01-31,112.57
1990-02-01,112.68
1990-02-02,112.62
1990-02-05,112.63
1990-02-06,112.59
1990-02-07,112.52
1990-02-08,112.59
1990-02-09,112.72
1990-02-12,112.94
1990-02-13,112.95
1990-02-14,112.98
1990-02-15,112.86
1990-02-16,112.78
1990-02-19,.
1990-02-20,112.50
1990-02-21,112.17
1990-02-22,112.16
1990-02-23,112.41
1990-02-26,112.61
1990-02-27,112.85
1990-02-28,112.75
1990-03-01,112.48
1990-03-02,112.48
1990-03-05,112.45
1990-03-06,112.32
1990-03-07,112.44
1990-03-08,112.40
1990-03-09,112.26
1990-03-12,112.42
1990-03-13,112.46
1990-03-14,112.40
1990-03-15,112.56
1990-03-16,112.62
1990-03-19,112.89
1990-03-20,112.93
1990-03-21,113.14
1990-03-22,113.21
1990-03-23,113.30
1990-03-26,113.43
1990-03-27,113.47
1990-03-28,113.50
1990-03-29,113.51
1990-03-30,113.34
1990-03-31,113.37
1990-04-02,113.18
1990-04-03,113.22
1990-04-04,113.29
1990-04-05,113.55
1990-04-06,113.55
1990-04-09,113.52
1990-04-10,113.49
1990-04-11,113.40
1990-04-12,113.32
1990-04-13,.
1990-04-16,113.38
1990-04-17,113.15
1990-04-18,112.99
1990-04-19,112.66
1990-04-20,112.60
1990-04-23,112.39
1990-04-24,112.36
1990-04-25,111.86
1990-04-26,111.75
1990-04-27,111.54
1990-04-30,111.62
1990-05-01,111.61
1990-05-02,111.44
1990-05-03,111.52
1990-05-04,111.94
1990-05-07,111.88
1990-05-08,112.74
1990-05-09,112.76
1990-05-10,113.07
1990-05-11,113.61
1990-05-14,113.72
1990-05-15,113.63
1990-05-16,113.92
1990-05-17,113.79
1990-05-18,113.57
1990-05-21,113.79
1990-05-22,113.96
1990-05-23,114.23
1990-05-24,114.13
1990-05-25,113.87
1990-05-28,.
1990-05-29,114.20
1990-05-30,114.45
1990-05-31,114.56
1990-06-01,115.25
1990-06-04,115.62
1990-06-05,115.59
1990-06-06,115.61
1990-06-07,115.69
1990-06-08,114.88
1990-06-11,115.64
1990-06-12,115.79
1990-06-13,116.15
1990-06-14,116.20
1990-06-15,114.79
1990-06-18,115.76
1990-06-19,115.68
1990-06-20,115.51
1990-06-21,115.68
1990-06-22,115.71
1990-06-25,115.50
1990-06-26,115.70
1990-06-27,115.84
1990-06-28,116.04
1990-06-29,116.30
1990-06-30,116.34
1990-07-02,116.40
1990-07-03,116.55
1990-07-04,.
1990-07-05,116.54
1990-07-06,116.13
1990-07-09,115.99
1990-07-10,115.95
1990-07-11,115.96
1990-07-12,116.36
1990-07-13,116.62
1990-07-16,116.73
1990-07-17,116.78
1990-07-18,116.53
1990-07-19,116.59
1990-07-20,116.72
1990-07-23,116.73
1990-07-24,116.53
1990-07-25,116.75
1990-07-26,116.85
1990-07-27,117.26
1990-07-30,117.63
1990-07-31,117.81
1990-08-01,118.08
1990-08-02,117.72
1990-08-03,117.43
1990-08-06,116.63
1990-08-07,115.99
1990-08-08,116.04
1990-08-09,116.52
1990-08-10,116.52
1990-08-13,116.48
1990-08-14,116.59
1990-08-15,116.76
1990-08-16,116.28
1990-08-17,116.08
1990-08-20,116.06
1990-08-21,116.04
1990-08-22,115.72
1990-08-23,115.05
1990-08-24,114.83
1990-08-27,115.69
1990-08-28,115.49
1990-08-29,115.83
1990-08-30,115.63
1990-08-31,115.82
1990-09-03,.
1990-09-04,115.73
1990-09-05,115.87
1990-09-06,116.09
1990-09-07,116.33
1990-09-10,116.39
1990-09-11,116.24
1990-09-12,116.36
1990-09-13,116.40
1990-09-14,116.29
1990-09-17,116.13
1990-09-18,116.09
1990-09-19,116.10
1990-09-20,116.12
1990-09-21,115.79
1990-09-24,115.53
1990-09-25,115.53
1990-09-26,115.22
1990-09-27,115.40
1990-09-28,115.49
1990-09-30,115.55
1990-10-01,116.00
1990-10-02,116.37
1990-10-03,116.46
1990-10-04,116.72
1990-10-05,116.80
1990-10-08,116.69
1990-10-09,115.94
1990-10-10,115.62
1990-10-11,115.26
1990-10-12,115.62
1990-10-15,115.68
1990-10-16,115.49
1990-10-17,115.62
1990-10-18,115.88
1990-10-19,116.07
1990-10-22,116.18
1990-10-23,116.21
1990-10-24,116.16
1990-10-25,116.38
1990-10-26,116.38
1990-10-29,116.29
1990-10-30,116.09
1990-10-31,115.77
1990-11-01,116.07
1990-11-02,116.10
1990-11-05,116.24
1990-11-06,116.55
1990-11-07,116.45
1990-11-08,116.39
1990-11-09,116.67
1990-11-12,117.16
1990-11-13,117.25
1990-11-14,117.38
1990-11-15,117.33
1990-11-16,117.60
1990-11-19,117.54
1990-11-20,117.71
1990-11-21,118.12
1990-11-22,.
1990-11-23,118.10
1990-11-26,118.20
1990-11-27,118.21
1990-11-28,118.22
1990-11-29,117.93
1990-11-30,117.86
1990-12-03,118.15
1990-12-04,118.36
1990-12-05,118.42
1990-12-06,118.49
1990-12-07,118.94
1990-12-10,119.54
1990-12-11,119.67
1990-12-12,119.83
1990-12-13,119.72
1990-12-14,119.59
1990-12-17,119.74
1990-12-18,119.87
1990-12-19,120.03
1990-12-20,119.88
1990-12-21,119.71
1990-12-24,119.51
1990-12-25,.
1990-12-26,119.74
1990-12-27,119.86
1990-12-28,119.82
1990-12-31,120.12
1991-01-01,.
1991-01-02,120.50
1991-01-03,120.62
1991-01-04,120.49
1991-01-07,120.15
1991-01-08,120.06
1991-01-09,119.90
1991-01-10,119.96
1991-01-11,119.96
1991-01-14,119.80
1991-01-15,119.95
1991-01-16,119.85
1991-01-17,120.71
1991-01-18,120.81
1991-01-21,120.86
1991-01-22,120.89
1991-01-23,120.81
1991-01-24,121.12
1991-01-25,120.99
1991-01-28,121.10
1991-01-29,121.21
1991-01-30,121.06
1991-01-31,121.34
1991-02-01,121.87
1991-02-04,122.26
1991-02-05,122.48
1991-02-06,122.52
1991-02-07,122.70
1991-02-08,122.87
1991-02-11,123.11
1991-02-12,123.13
1991-02-13,123.49
1991-02-14,123.54
1991-02-15,123.55
1991-02-18,.
1991-02-19,123.61
1991-02-20,123.54
1991-02-21,123.49
1991-02-22,123.47
1991-02-25,123.61
1991-02-26,123.70
1991-02-27,123.73
1991-02-28,123.77
1991-03-01,123.68
1991-03-04,123.77
1991-03-05,123.87
1991-03-06,123.88
1991-03-07,123.79
1991-03-08,123.71
1991-03-11,123.86
1991-03-12,123.92
1991-03-13,124.10
1991-03-14,124.31
1991-03-15,124.04
1991-03-18,123.96
1991-03-19,123.65
1991-03-20,123.87
1991-03-21,124.12
1991-03-22,124.16
1991-03-25,124.37
1991-03-26,124.50
1991-03-27,124.76
1991-03-28,125.41
1991-03-29,.
1991-03-31,125.51
1991-04-01,125.53
1991-04-02,125.74
1991-04-03,125.67
1991-04-04,125.99
1991-04-05,126.09
1991-04-08,126.25
1991-04-09,126.20
1991-04-10,125.99
1991-04-11,126.02
1991-04-12,126.39
1991-04-15,126.70
1991-04-16,126.87
1991-04-17,127.11
1991-04-18,126.83
1991-04-19,126.74
1991-04-22,126.60
1991-04-23,126.64
1991-04-24,126.82
1991-04-25,126.93
1991-04-26,126.88
1991-04-29,127.29
1991-04-30,127.62
1991-05-01,127.78
1991-05-02,127.97
1991-05-03,127.77
1991-05-06,127.79
1991-05-07,127.86
1991-05-08,127.92
1991-05-09,127.96
1991-05-10,127.80
1991-05-13,127.97
1991-05-14,127.64
1991-05-15,127.75
1991-05-16,127.66
1991-05-17,127.91
1991-05-20,128.00
1991-05-21,128.11
1991-05-22,128.20
1991-05-23,128.14
1991-05-24,128.23
1991-05-27,.
1991-05-28,128.56
1991-05-29,128.64
1991-05-30,128.86
1991-05-31,128.91
1991-06-03,128.64
1991-06-04,128.73
1991-06-05,128.58
1991-06-06,128.11
1991-06-07,127.98
1991-06-10,128.02
1991-06-11,128.08
1991-06-12,127.87
1991-06-13,127.93
1991-06-14,127.96
1991-06-17,128.15
1991-06-18,128.14
1991-06-19,128.12
1991-06-20,128.37
1991-06-21,128.27
1991-06-24,128.33
1991-06-25,128.35
1991-06-26,128.35
1991-06-27,128.42
1991-06-28,128.91
1991-06-30,128.98
1991-07-01,128.94
1991-07-02,128.93
1991-07-03,129.01
1991-07-04,.
1991-07-05,128.81
1991-07-08,128.84
1991-07-09,128.82
1991-07-10,128.88
1991-07-11,129.06
1991-07-12,129.30
1991-07-15,129.39
1991-07-16,129.42
1991-07-17,129.31
1991-07-18,129.30
1991-07-19,129.45
1991-07-22,129.55
1991-07-23,129.50
1991-07-24,129.86
1991-07-25,130.22
1991-07-26,130.24
1991-07-29,130.42
1991-07-30,130.45
1991-07-31,130.72
1991-08-01,130.66
1991-08-02,131.24
1991-08-05,131.48
1991-08-06,132.01
1991-08-07,132.11
1991-08-08,132.09
1991-08-09,132.05
1991-08-12,132.26
1991-08-13,132.46
1991-08-14,132.81
1991-08-15,133.07
1991-08-16,133.18
1991-08-19,133.25
1991-08-20,133.38
1991-08-21,133.42
1991-08-22,133.63
1991-08-23,133.29
1991-08-26,133.24
1991-08-27,133.23
1991-08-28,133.60
1991-08-29,133.86
1991-08-30,133.66
1991-08-31,133.70
1991-09-02,.
1991-09-03,133.81
1991-09-04,133.83
1991-09-05,133.82
1991-09-06,134.07
1991-09-09,134.35
1991-09-10,134.38
1991-09-11,134.40
1991-09-12,134.69
1991-09-13,134.92
1991-09-16,135.14
1991-09-17,135.21
1991-09-18,135.23
1991-09-19,135.27
1991-09-20,135.38
1991-09-23,135.52
1991-09-24,135.53
1991-09-25,135.56
1991-09-26,135.63
1991-09-27,135.92
1991-09-30,136.07
1991-10-01,136.15
1991-10-02,136.15
1991-10-03,136.21
1991-10-04,136.61
1991-10-07,136.76
1991-10-08,136.71
1991-10-09,136.43
1991-10-10,136.19
1991-10-11,136.59
1991-10-14,136.75
1991-10-15,136.79
1991-10-16,137.00
1991-10-17,136.67
1991-10-18,136.74
1991-10-21,136.50
1991-10-22,136.36
1991-10-23,136.05
1991-10-24,136.26
1991-10-25,136.23
1991-10-28,136.43
1991-10-29,136.97
1991-10-30,137.16
1991-10-31,137.67
1991-11-01,137.76
1991-11-04,137.65
1991-11-05,137.51
1991-11-06,137.59
1991-11-07,137.87
1991-11-08,138.08
1991-11-11,138.21
1991-11-12,138.39
1991-11-13,138.25
1991-11-14,138.63
1991-11-15,138.66
1991-11-18,138.87
1991-11-19,138.92
1991-11-20,138.81
1991-11-21,138.84
1991-11-22,138.73
1991-11-25,138.81
1991-11-26,138.88
1991-11-27,138.83
1991-11-28,.
1991-11-29,138.94
1991-11-30,138.98
1991-12-02,139.26
1991-12-03,139.36
1991-12-04,139.95
1991-12-05,140.01
1991-12-06,140.09
1991-12-09,140.27
1991-12-10,140.46
1991-12-11,140.45
1991-12-12,140.57
1991-12-13,140.66
1991-12-16,140.64
1991-12-17,140.76
1991-12-18,140.79
1991-12-19,140.94
1991-12-20,141.59
1991-12-23,142.09
1991-12-24,142.10
1991-12-26,142.29
1991-12-27,142.35
1991-12-30,142.53
1991-12-31,142.84
1992-01-01,.
1992-01-02,142.59
1992-01-03,142.53
1992-01-06,142.69
1992-01-07,142.91
1992-01-08,142.96
1992-01-09,142.93
1992-01-10,142.78
1992-01-13,142.50
1992-01-14,142.20
1992-01-15,142.29
1992-01-16,142.06
1992-01-17,142.14
1992-01-20,142.44
1992-01-21,142.66
1992-01-22,142.49
1992-01-23,142.33
1992-01-24,142.12
1992-01-27,141.91
1992-01-28,142.22
1992-01-29,141.97
1992-01-30,142.02
1992-01-31,142.18
1992-02-03,142.05
1992-02-04,142.32
1992-02-05,142.56
1992-02-06,142.70
1992-02-07,142.82
1992-02-10,142.88
1992-02-11,142.82
1992-02-12,142.84
1992-02-13,142.21
1992-02-14,142.12
1992-02-17,.
1992-02-18,142.03
1992-02-19,142.14
1992-02-20,142.33
1992-02-21,142.12
1992-02-24,142.15
1992-02-25,142.35
1992-02-26,142.62
1992-02-27,142.93
1992-02-28,143.28
1992-02-29,143.31
1992-03-02,143.21
1992-03-03,142.99
1992-03-04,143.09
1992-03-05,142.85
1992-03-06,142.92
1992-03-09,143.22
1992-03-10,143.45
1992-03-11,143.08
1992-03-12,142.62
1992-03-13,142.27
1992-03-16,142.40
1992-03-17,142.32
1992-03-18,142.46
1992-03-19,142.72
1992-03-20,142.40
1992-03-23,142.54
1992-03-24,142.95
1992-03-25,143.17
1992-03-26,143.03
1992-03-27,143.10
1992-03-30,143.33
1992-03-31,143.35
1992-04-01,143.78
1992-04-02,143.77
1992-04-03,144.08
1992-04-06,144.26
1992-04-07,144.24
1992-04-08,144.21
1992-04-09,144.53
1992-04-10,144.64
1992-04-13,144.90
1992-04-14,144.86
1992-04-15,144.83
1992-04-16,144.43
1992-04-17,.
1992-04-20,144.00
1992-04-21,144.09
1992-04-22,144.12
1992-04-23,143.88
1992-04-24,144.19
1992-04-27,144.11
1992-04-28,144.27
1992-04-29,144.26
1992-04-30,144.34
1992-05-01,144.62
1992-05-04,144.71
1992-05-05,144.78
1992-05-06,145.03
1992-05-07,145.07
1992-05-08,145.41
1992-05-11,145.68
1992-05-12,145.91
1992-05-13,146.06
1992-05-14,146.15
1992-05-15,146.37
1992-05-18,146.55
1992-05-19,146.89
1992-05-20,146.81
1992-05-21,146.37
1992-05-22,146.59
1992-05-25,.
1992-05-26,146.26
1992-05-27,146.37
1992-05-28,146.64
1992-05-29,147.28
1992-05-31,147.35
1992-06-01,147.13
1992-06-02,147.21
1992-06-03,147.31
1992-06-04,147.38
1992-06-05,147.61
1992-06-08,147.73
1992-06-09,147.72
1992-06-10,147.61
1992-06-11,147.73
1992-06-12,148.03
1992-06-15,148.09
1992-06-16,148.33
1992-06-17,148.45
1992-06-18,148.70
1992-06-19,148.56
1992-06-22,148.70
1992-06-23,148.61
1992-06-24,148.85
1992-06-25,149.04
1992-06-26,149.19
1992-06-29,149.42
1992-06-30,149.72
1992-07-01,149.90
1992-07-02,150.84
1992-07-03,.
1992-07-06,151.14
1992-07-07,151.36
1992-07-08,151.36
1992-07-09,151.31
1992-07-10,151.41
1992-07-13,151.49
1992-07-14,151.49
1992-07-15,151.83
1992-07-16,152.05
1992-07-17,151.88
1992-07-20,151.94
1992-07-21,152.03
1992-07-22,152.28
1992-07-23,152.85
1992-07-24,152.91
1992-07-27,153.29
1992-07-28,153.69
1992-07-29,154.07
1992-07-30,153.39
1992-07-31,153.54
1992-08-03,153.52
1992-08-04,153.82
1992-08-05,154.09
1992-08-06,153.96
1992-08-07,154.39
1992-08-10,154.76
1992-08-11,154.79
1992-08-12,154.85
1992-08-13,154.79
1992-08-14,154.82
1992-08-17,154.80
1992-08-18,155.15
1992-08-19,155.24
1992-08-20,155.34
1992-08-21,155.02
1992-08-24,154.55
1992-08-25,154.29
1992-08-26,154.42
1992-08-27,154.73
1992-08-28,154.84
1992-08-31,154.92
1992-09-01,155.11
1992-09-02,155.44
1992-09-03,155.44
1992-09-04,156.23
1992-09-07,.
1992-09-08,156.74
1992-09-09,156.78
1992-09-10,156.76
1992-09-11,156.64
1992-09-14,156.86
1992-09-15,156.51
1992-09-16,156.64
1992-09-17,156.53
1992-09-18,156.50
1992-09-21,156.58
1992-09-22,156.29
1992-09-23,155.94
1992-09-24,156.25
1992-09-25,156.74
1992-09-28,157.05
1992-09-29,157.12
1992-09-30,157.06
1992-10-01,157.60
1992-10-02,157.51
1992-10-05,157.71
1992-10-06,157.19
1992-10-07,156.63
1992-10-08,156.50
1992-10-09,156.03
1992-10-12,156.23
1992-10-13,156.11
1992-10-14,156.25
1992-10-15,156.22
1992-10-16,155.90
1992-10-19,155.49
1992-10-20,154.37
1992-10-21,154.75
1992-10-22,155.04
1992-10-23,154.76
1992-10-26,154.66
1992-10-27,155.06
1992-10-28,155.26
1992-10-29,155.37
1992-10-30,154.88
1992-10-31,154.91
1992-11-02,154.55
1992-11-03,154.61
1992-11-04,154.56
1992-11-05,154.64
1992-11-06,154.33
1992-11-09,154.15
1992-11-10,154.52
1992-11-11,154.83
1992-11-12,155.18
1992-11-13,155.13
1992-11-16,154.98
1992-11-17,155.08
1992-11-18,155.47
1992-11-19,155.50
1992-11-20,155.36
1992-11-23,155.35
1992-11-24,155.57
1992-11-25,155.49
1992-11-26,.
1992-11-27,155.22
1992-11-30,155.13
1992-12-01,155.11
1992-12-02,154.94
1992-12-03,154.98
1992-12-04,155.35
1992-12-07,155.83
1992-12-08,156.14
1992-12-09,156.31
1992-12-10,156.21
1992-12-11,156.05
1992-12-14,156.03
1992-12-15,156.11
1992-12-16,156.37
1992-12-17,156.44
1992-12-18,156.50
1992-12-21,156.83
1992-12-22,157.28
1992-12-23,157.24
1992-12-24,157.22
1992-12-25,.
1992-12-28,157.16
1992-12-29,157.36
1992-12-30,157.42
1992-12-31,157.35
1993-01-01,.
1993-01-04,157.96
1993-01-05,158.03
1993-01-06,157.94
1993-01-07,157.46
1993-01-08,157.38
1993-01-11,157.69
1993-01-12,157.77
1993-01-13,157.65
1993-01-14,158.12
1993-01-15,158.57
1993-01-18,158.70
1993-01-19,158.85
1993-01-20,158.86
1993-01-21,158.80
1993-01-22,159.14
1993-01-25,159.59
1993-01-26,159.80
1993-01-27,159.81
1993-01-28,160.04
1993-01-29,160.54
1993-01-31,160.62
1993-02-01,160.61
1993-02-02,160.45
1993-02-03,160.39
1993-02-04,160.80
1993-02-05,161.23
1993-02-08,161.24
1993-02-09,161.11
1993-02-10,160.82
1993-02-11,161.01
1993-02-12,161.38
1993-02-15,.
1993-02-16,161.53
1993-02-17,161.81
1993-02-18,162.49
1993-02-19,162.78
1993-02-22,163.04
1993-02-23,164.21
1993-02-24,163.88
1993-02-25,163.87
1993-02-26,163.98
1993-02-28,164.05
1993-03-01,164.65
1993-03-02,164.69
1993-03-03,165.31
1993-03-04,165.75
1993-03-05,165.28
1993-03-08,165.63
1993-03-09,165.54
1993-03-10,165.59
1993-03-11,165.62
1993-03-12,164.74
1993-03-15,164.43
1993-03-16,164.99
1993-03-17,165.19
1993-03-18,165.75
1993-03-19,165.77
1993-03-22,165.76
1993-03-23,166.14
1993-03-24,166.06
1993-03-25,165.90
1993-03-26,165.35
1993-03-29,165.34
1993-03-30,165.78
1993-03-31,165.78
1993-04-01,165.74
1993-04-02,165.22
1993-04-05,165.25
1993-04-06,165.51
1993-04-07,165.75
1993-04-08,166.46
1993-04-09,.
1993-04-12,167.08
1993-04-13,166.87
1993-04-14,167.26
1993-04-15,167.46
1993-04-16,167.47
1993-04-19,167.69
1993-04-20,167.64
1993-04-21,167.79
1993-04-22,167.84
1993-04-23,167.75
1993-04-26,167.54
1993-04-27,167.10
1993-04-28,166.95
1993-04-29,167.21
1993-04-30,167.04
1993-05-03,167.60
1993-05-04,167.81
1993-05-05,167.94
1993-05-06,168.17
1993-05-07,167.91
1993-05-10,168.25
1993-05-11,168.32
1993-05-12,168.06
1993-05-13,167.70
1993-05-14,167.49
1993-05-17,167.31
1993-05-18,166.92
1993-05-19,166.98
1993-05-20,167.48
1993-05-21,167.04
1993-05-24,167.09
1993-05-25,167.08
1993-05-26,167.30
1993-05-27,167.50
1993-05-28,167.30
1993-05-31,167.41
1993-06-01,167.70
1993-06-02,168.12
1993-06-03,168.35
1993-06-04,167.77
1993-06-07,168.13
1993-06-08,168.00
1993-06-09,168.25
1993-06-10,168.21
1993-06-11,168.92
1993-06-14,169.09
1993-06-15,169.14
1993-06-16,169.31
1993-06-17,169.49
1993-06-18,.
1993-06-21,169.76
1993-06-22,169.81
1993-06-23,169.78
1993-06-24,170.01
1993-06-25,170.34
1993-06-28,170.76
1993-06-29,170.93
1993-06-30,170.99
1993-07-01,171.00
1993-07-02,171.31
1993-07-05,.
1993-07-06,171.29
1993-07-07,171.23
1993-07-08,171.39
1993-07-09,171.58
1993-07-12,171.82
1993-07-13,171.71
1993-07-14,172.17
1993-07-15,172.22
1993-07-16,172.50
1993-07-19,172.45
1993-07-20,172.27
1993-07-21,171.75
1993-07-22,171.26
1993-07-23,171.04
1993-07-26,171.27
1993-07-27,171.35
1993-07-28,171.54
1993-07-29,172.34
1993-07-30,172.32
1993-07-31,172.36
1993-08-02,172.26
1993-08-03,172.66
1993-08-04,172.63
1993-08-05,172.73
1993-08-06,172.74
1993-08-09,173.27
1993-08-10,173.23
1993-08-11,173.42
1993-08-12,173.64
1993-08-13,173.95
1993-08-16,174.29
1993-08-17,174.31
1993-08-18,174.56
1993-08-19,174.89
1993-08-20,175.09
1993-08-23,175.26
1993-08-24,175.50
1993-08-25,175.83
1993-08-26,176.47
1993-08-27,176.39
1993-08-30,176.71
1993-08-31,176.50
1993-09-01,176.57
1993-09-02,177.25
1993-09-03,178.17
1993-09-06,.
1993-09-07,178.83
1993-09-08,178.87
1993-09-09,178.05
1993-09-10,178.43
1993-09-13,178.77
1993-09-14,177.82
1993-09-15,177.70
1993-09-16,177.96
1993-09-17,177.81
1993-09-20,177.65
1993-09-21,177.50
1993-09-22,177.38
1993-09-23,177.63
1993-09-24,177.66
1993-09-27,178.52
1993-09-28,178.91
1993-09-29,178.56
1993-09-30,177.68
1993-10-01,178.19
1993-10-04,178.32
1993-10-05,178.43
1993-10-06,178.36
1993-10-07,178.42
1993-10-08,179.09
1993-10-11,179.17
1993-10-12,179.20
1993-10-13,179.23
1993-10-14,179.21
1993-10-15,180.11
1993-10-18,179.70
1993-10-19,179.64
