DATE,SP57BOND,,,,,,,,
7/8/14,488.79,,,,,,,,
7/9/14,489.17,,,,,,,,
7/10/14,489.85,,,,,,,,
7/11/14,490.4,,,,,,,,
7/14/14,489.59,,,,,,,,
7/15/14,489.06,,,,,,,,
7/16/14,489.12,,,,,,,,
7/17/14,491.07,,,,,,,,
7/18/14,490.19,,,,,,,,
7/21/14,490.07,,,,,,,,
7/22/14,490.59,,,,,,,,
7/23/14,490.73,,,,,,,,
7/24/14,489.25,,,,,,,,
7/25/14,490.27,,,,,,,,
7/28/14,489.75,,,,,,,,
7/29/14,490.23,,,,,,,,
7/30/14,488.01,,,,,,,,
7/31/14,488.03,,,,,,,,
8/1/14,490.49,,,,,,,,
8/4/14,490.86,,,,,,,,
8/5/14,490.81,,,,,,,,
8/6/14,491.12,,,,,,,,
8/7/14,492.59,,,,,,,,
8/8/14,492.15,,,,,,,,
8/11/14,492.08,,,,,,,,
8/12/14,491.85,,,,,,,,
8/13/14,493.02,,,,,,,,
8/14/14,493.44,,,,,,,,
8/15/14,494.45,,,,,,,,
8/18/14,493.53,,,,,,,,
8/19/14,493.28,,,,,,,,
8/20/14,491.89,,,,,,,,
8/21/14,492.24,,,,,,,,
8/22/14,491.82,,,,,,,,
8/25/14,491.82,,,,,,,,
8/26/14,492.16,,,,,,,,
8/27/14,492.85,,,,,,,,
8/28/14,493.49,,,,,,,,
8/29/14,493.5,,,,,,,,
9/2/14,491.77,,,,,,,,
9/3/14,492.02,,,,,,,,
9/4/14,491.09,,,,,,,,
9/5/14,491.59,,,,,,,,
9/8/14,490.98,,,,,,,,
9/9/14,489.99,,,,,,,,
9/10/14,489.19,,,,,,,,
9/11/14,488.94,,,,,,,,
9/12/14,487.91,,,,,,,,
9/15/14,488.63,,,,,,,,
9/16/14,488.88,,,,,,,,
9/17/14,487.65,,,,,,,,
9/18/14,487.3,,,,,,,,
9/19/14,488.09,,,,,,,,
9/22/14,489.21,,,,,,,,
9/23/14,489.71,,,,,,,,
9/24/14,488.82,,,,,,,,
9/25/14,490.44,,,,,,,,
9/26/14,489.39,,,,,,,,
9/29/14,490.38,,,,,,,,
9/30/14,490.14,,,,,,,,
10/1/14,493.05,,,,,,,,
10/2/14,492.25,,,,,,,,
10/3/14,491.77,,,,,,,,
10/6/14,492.6,,,,,,,,
10/7/14,494.58,,,,,,,,
10/8/14,496.58,,,,,,,,
10/9/14,495.88,,,,,,,,
10/10/14,496.83,,,,,,,,
10/14/14,499.65,,,,,,,,
10/15/14,502.26,,,,,,,,
10/16/14,501.33,,,,,,,,
10/17/14,500.1,,,,,,,,
10/20/14,500.68,,,,,,,,
10/21/14,499.93,,,,,,,,
10/22/14,499.66,,,,,,,,
10/23/14,498.09,,,,,,,,
10/24/14,498.23,,,,,,,,
10/27/14,498.58,,,,,,,,
10/28/14,497.76,,,,,,,,
10/29/14,495.95,,,,,,,,
10/30/14,496.33,,,,,,,,
10/31/14,495.72,,,,,,,,
11/3/14,495.4,,,,,,,,
11/4/14,495.6,,,,,,,,
11/5/14,495.69,,,,,,,,
11/6/14,494.64,,,,,,,,
11/7/14,496.99,,,,,,,,
11/10/14,495.65,,,,,,,,
11/12/14,495.58,,,,,,,,
11/13/14,496.14,,,,,,,,
11/14/14,496.87,,,,,,,,
11/17/14,496.36,,,,,,,,
11/18/14,496.87,,,,,,,,
11/19/14,495.95,,,,,,,,
11/20/14,496.46,,,,,,,,
11/21/14,497.07,,,,,,,,
11/24/14,497.47,,,,,,,,
11/25/14,498.37,,,,,,,,
11/26/14,499.03,,,,,,,,
11/28/14,500.93,,,,,,,,
12/1/14,499.95,,,,,,,,
12/2/14,498.09,,,,,,,,
12/3/14,497.8,,,,,,,,
12/4/14,498.74,,,,,,,,
12/5/14,496.25,,,,,,,,
12/8/14,497.02,,,,,,,,
12/9/14,498.37,,,,,,,,
12/10/14,499.04,,,,,,,,
12/11/14,499.03,,,,,,,,
12/12/14,501.7,,,,,,,,
12/15/14,500.24,,,,,,,,
12/16/14,501.85,,,,,,,,
12/17/14,499.24,,,,,,,,
12/18/14,497.58,,,,,,,,
12/19/14,498.32,,,,,,,,
12/22/14,498.27,,,,,,,,
12/23/14,495.95,,,,,,,,
12/24/14,495.77,,,,,,,,
12/26/14,496.17,,,,,,,,
12/29/14,497.39,,,,,,,,
12/30/14,498.15,,,,,,,,
12/31/14,498.98,,,,,,,,
1/2/15,500.32,,,,,,,,
1/5/15,502.08,,,,,,,,
1/6/15,504.37,,,,,,,,
1/7/15,504.67,,,,,,,,
1/8/15,503.74,,,,,,,,
1/9/15,505.42,,,,,,,,
1/12/15,506.92,,,,,,,,
1/13/15,507.56,,,,,,,,
1/14/15,509.07,,,,,,,,
1/15/15,512.39,,,,,,,,
1/16/15,509.51,,,,,,,,
1/20/15,509.94,,,,,,,,
1/21/15,508.34,,,,,,,,
1/22/15,507.34,,,,,,,,
1/23/15,509.37,,,,,,,,
1/26/15,508.46,,,,,,,,
1/27/15,509.15,,,,,,,,
1/28/15,511.65,,,,,,,,
1/29/15,510.63,,,,,,,,
1/30/15,513.84,,,,,,,,
2/2/15,513.3,,,,,,,,
2/3/15,510.56,,,,,,,,
2/4/15,511.2,,,,,,,,
2/5/15,510.16,,,,,,,,
2/6/15,505.45,,,,,,,,
2/9/15,505.13,,,,,,,,
2/10/15,504.43,,,,,,,,
2/11/15,504.09,,,,,,,,
2/12/15,504.65,,,,,,,,
2/13/15,503.83,,,,,,,,
2/17/15,501.47,,,,,,,,
2/18/15,503.49,,,,,,,,
2/19/15,502.51,,,,,,,,
2/20/15,501.96,,,,,,,,
2/23/15,503.55,,,,,,,,
2/24/15,506.1,,,,,,,,
2/25/15,506.43,,,,,,,,
2/26/15,504,,,,,,,,
2/27/15,505.28,,,,,,,,
3/2/15,502.95,,,,,,,,
3/3/15,502.16,,,,,,,,
3/4/15,502.57,,,,,,,,
3/5/15,503.09,,,,,,,,
3/6/15,499.46,,,,,,,,
3/9/15,500.95,,,,,,,,
3/10/15,502.4,,,,,,,,
3/11/15,502.75,,,,,,,,
3/12/15,503.14,,,,,,,,
3/13/15,502.9,,,,,,,,
3/16/15,503.94,,,,,,,,
3/17/15,504.43,,,,,,,,
3/18/15,508.96,,,,,,,,
3/19/15,506.8,,,,,,,,
3/20/15,508.64,,,,,,,,
3/23/15,509.19,,,,,,,,
3/24/15,510.23,,,,,,,,
3/25/15,508.85,,,,,,,,
3/26/15,507.05,,,,,,,,
3/27/15,508.26,,,,,,,,
3/30/15,508.61,,,,,,,,
3/31/15,509.68,,,,,,,,
4/1/15,511.24,,,,,,,,
4/2/15,510.28,,,,,,,,
4/3/15,513.01,,,,,,,,
4/6/15,511.49,,,,,,,,
4/7/15,511.27,,,,,,,,
4/8/15,510.9,,,,,,,,
4/9/15,509.46,,,,,,,,
4/10/15,509.27,,,,,,,,
4/13/15,510.09,,,,,,,,
4/14/15,511.05,,,,,,,,
4/15/15,511.45,,,,,,,,
4/16/15,512.07,,,,,,,,
4/17/15,512.21,,,,,,,,
4/20/15,511.73,,,,,,,,
4/21/15,511.26,,,,,,,,
4/22/15,509.29,,,,,,,,
4/23/15,510.36,,,,,,,,
4/24/15,511.67,,,,,,,,
4/27/15,511.23,,,,,,,,
4/28/15,509.56,,,,,,,,
4/29/15,508.54,,,,,,,,
4/30/15,508.44,,,,,,,,
5/1/15,506.46,,,,,,,,
5/4/15,506.2,,,,,,,,
5/5/15,505.46,,,,,,,,
5/6/15,504.13,,,,,,,,
5/7/15,504.99,,,,,,,,
5/8/15,506.92,,,,,,,,
5/11/15,503.8,,,,,,,,
5/12/15,504.09,,,,,,,,
5/13/15,504.04,,,,,,,,
5/14/15,505.56,,,,,,,,
5/15/15,507.47,,,,,,,,
5/18/15,505.43,,,,,,,,
5/19/15,503.56,,,,,,,,
5/20/15,504.67,,,,,,,,
5/21/15,506.38,,,,,,,,
5/22/15,505.23,,,,,,,,
5/26/15,506.8,,,,,,,,
5/27/15,506.73,,,,,,,,
5/28/15,507.34,,,,,,,,
5/29/15,507.91,,,,,,,,
6/1/15,506.15,,,,,,,,
6/2/15,504.17,,,,,,,,
6/3/15,501.4,,,,,,,,
6/4/15,502.97,,,,,,,,
6/5/15,500.3,,,,,,,,
6/8/15,501.09,,,,,,,,
6/9/15,499.97,,,,,,,,
6/10/15,498.75,,,,,,,,
6/11/15,500.91,,,,,,,,
6/12/15,500.75,,,,,,,,
6/15/15,501.76,,,,,,,,
6/16/15,502.89,,,,,,,,
6/17/15,503.76,,,,,,,,
6/18/15,503.61,,,,,,,,
6/19/15,505.32,,,,,,,,
6/22/15,502.52,,,,,,,,
6/23/15,501.66,,,,,,,,
6/24/15,502.52,,,,,,,,
6/25/15,501.69,,,,,,,,
6/26/15,500.43,,,,,,,,
6/29/15,504.37,,,,,,,,
6/30/15,503.7,,,,,,,,
7/1/15,501.92,,,,,,,,
7/2/15,503.58,,,,,,,,
7/6/15,505.85,,,,,,,,
7/7/15,506.76,,,,,,,,
7/8/15,508.09,,,,,,,,
7/9/15,505.75,,,,,,,,
7/10/15,503.36,,,,,,,,
7/13/15,502.18,,,,,,,,
7/14/15,503.54,,,,,,,,
7/15/15,504.71,,,,,,,,
7/16/15,504.37,,,,,,,,
7/17/15,503.99,,,,,,,,
7/20/15,503.09,,,,,,,,
7/21/15,504.18,,,,,,,,
7/22/15,504.33,,,,,,,,
7/23/15,505.57,,,,,,,,
7/24/15,506.03,,,,,,,,
7/27/15,507.58,,,,,,,,
7/28/15,506.69,,,,,,,,
7/29/15,506.06,,,,,,,,
7/30/15,506.21,,,,,,,,
7/31/15,508.71,,,,,,,,
8/3/15,509.56,,,,,,,,
8/4/15,507.23,,,,,,,,
8/5/15,505.95,,,,,,,,
8/6/15,507.06,,,,,,,,
8/7/15,508.15,,,,,,,,
8/10/15,507.04,,,,,,,,
8/11/15,509.63,,,,,,,,
8/12/15,509.66,,,,,,,,
8/13/15,508.32,,,,,,,,
8/14/15,507.83,,,,,,,,
8/17/15,508.67,,,,,,,,
8/18/15,508.22,,,,,,,,
8/19/15,510.59,,,,,,,,
8/20/15,511.25,,,,,,,,
8/21/15,512.58,,,,,,,,
8/24/15,513.78,,,,,,,,
8/25/15,511.98,,,,,,,,
8/26/15,510.16,,,,,,,,
8/27/15,510,,,,,,,,
8/28/15,509.7,,,,,,,,
8/31/15,508.99,,,,,,,,
9/1/15,510.44,,,,,,,,
9/2/15,509.78,,,,,,,,
9/3/15,510.69,,,,,,,,
9/4/15,511.53,,,,,,,,
9/8/15,509.97,,,,,,,,
9/9/15,510.27,,,,,,,,
9/10/15,509.56,,,,,,,,
9/11/15,510.75,,,,,,,,
9/14/15,511.07,,,,,,,,
9/15/15,508.12,,,,,,,,
9/16/15,507.95,,,,,,,,
9/17/15,511.41,,,,,,,,
9/18/15,512.9,,,,,,,,
9/21/15,511.15,,,,,,,,
9/22/15,512.94,,,,,,,,
9/23/15,512.57,,,,,,,,
9/24/15,513.17,,,,,,,,
9/25/15,512.38,,,,,,,,
9/28/15,514.24,,,,,,,,
9/29/15,515.45,,,,,,,,
9/30/15,515.66,,,,,,,,
10/1/15,515.8,,,,,,,,
10/2/15,518.04,,,,,,,,
10/5/15,516.22,,,,,,,,
10/6/15,516.88,,,,,,,,
10/7/15,515.74,,,,,,,,
10/8/15,515.06,,,,,,,,
10/9/15,514.83,,,,,,,,
10/13/15,516.7,,,,,,,,
10/14/15,518.78,,,,,,,,
10/15/15,517.37,,,,,,,,
10/16/15,516.9,,,,,,,,
10/19/15,516.89,,,,,,,,
10/20/15,515.59,,,,,,,,
10/21/15,516.69,,,,,,,,
10/22/15,517.04,,,,,,,,
10/23/15,515.01,,,,,,,,
10/26/15,515.73,,,,,,,,
10/27/15,516.77,,,,,,,,
10/28/15,514.19,,,,,,,,
10/29/15,512.55,,,,,,,,
10/30/15,512.9,,,,,,,,
11/2/15,511.82,,,,,,,,
11/3/15,510.94,,,,,,,,
11/4/15,509.93,,,,,,,,
11/5/15,509.71,,,,,,,,
11/6/15,507.14,,,,,,,,
11/9/15,506.67,,,,,,,,
11/10/15,507.57,,,,,,,,
11/12/15,507.66,,,,,,,,
11/13/15,509.13,,,,,,,,
11/16/15,509.56,,,,,,,,
11/17/15,509.44,,,,,,,,
11/18/15,509.08,,,,,,,,
11/19/15,509.72,,,,,,,,
11/20/15,509.36,,,,,,,,
11/23/15,509.68,,,,,,,,
11/24/15,510.21,,,,,,,,
11/25/15,510.3,,,,,,,,
11/27/15,510.83,,,,,,,,
11/30/15,510.79,,,,,,,,
12/1/15,512.54,,,,,,,,
12/2/15,511.41,,,,,,,,
12/3/15,508.12,,,,,,,,
12/4/15,509.08,,,,,,,,
12/7/15,510.18,,,,,,,,
12/8/15,510.51,,,,,,,,
12/9/15,511.17,,,,,,,,
12/10/15,510.24,,,,,,,,
12/11/15,513.28,,,,,,,,
12/14/15,510.79,,,,,,,,
12/15/15,509.57,,,,,,,,
12/16/15,508.47,,,,,,,,
12/17/15,509.69,,,,,,,,
12/18/15,511.08,,,,,,,,
12/21/15,511.33,,,,,,,,
12/22/15,510.2,,,,,,,,
12/23/15,509.56,,,,,,,,
12/24/15,509.98,,,,,,,,
12/28/15,510.14,,,,,,,,
12/29/15,508.12,,,,,,,,
12/30/15,508.23,,,,,,,,
12/31/15,509.44,,,,,,,,
1/4/16,510.47,,,,,,,,
1/5/16,510.6,,,,,,,,
1/6/16,512.73,,,,,,,,
1/7/16,513.89,,,,,,,,
1/8/16,515.25,,,,,,,,
1/11/16,514.34,,,,,,,,
1/12/16,515.62,,,,,,,,
1/13/16,517.05,,,,,,,,
1/14/16,516.55,,,,,,,,
1/15/16,518.65,,,,,,,,
1/19/16,517.9,,,,,,,,
1/20/16,519.72,,,,,,,,
1/21/16,519.09,,,,,,,,
1/22/16,518.05,,,,,,,,
1/25/16,518.96,,,,,,,,
1/26/16,519.44,,,,,,,,
1/27/16,520.03,,,,,,,,
1/28/16,520.63,,,,,,,,
1/29/16,522.66,,,,,,,,
2/1/16,521.6,,,,,,,,
2/2/16,524.34,,,,,,,,
2/3/16,524.37,,,,,,,,
2/4/16,525.08,,,,,,,,
2/5/16,525.3,,,,,,,,
2/8/16,527.96,,,,,,,,
2/9/16,527.86,,,,,,,,
2/10/16,528.85,,,,,,,,
2/11/16,529.95,,,,,,,,
2/12/16,527.36,,,,,,,,
2/16/16,526.42,,,,,,,,
2/17/16,525.43,,,,,,,,
2/18/16,527.22,,,,,,,,
2/19/16,526.78,,,,,,,,
2/22/16,526.41,,,,,,,,
2/23/16,527.22,,,,,,,,
2/24/16,527.31,,,,,,,,
2/25/16,528.52,,,,,,,,
2/26/16,526.56,,,,,,,,
2/29/16,526.96,,,,,,,,
3/1/16,523.89,,,,,,,,
3/2/16,523.16,,,,,,,,
3/3/16,523.37,,,,,,,,
3/4/16,522.32,,,,,,,,
3/7/16,521.45,,,,,,,,
3/8/16,523.67,,,,,,,,
3/9/16,522.29,,,,,,,,
3/10/16,520.58,,,,,,,,
3/11/16,519.61,,,,,,,,
3/14/16,519.77,,,,,,,,
3/15/16,519.7,,,,,,,,
3/16/16,522.33,,,,,,,,
3/17/16,522.68,,,,,,,,
3/18/16,523.71,,,,,,,,
3/21/16,522.6,,,,,,,,
3/22/16,521.67,,,,,,,,
3/23/16,523.47,,,,,,,,
3/24/16,522.96,,,,,,,,
3/28/16,523.35,,,,,,,,
3/29/16,526.2,,,,,,,,
3/30/16,526.47,,,,,,,,
3/31/16,527.85,,,,,,,,
4/1/16,527.62,,,,,,,,
4/4/16,528.21,,,,,,,,
4/5/16,529.6,,,,,,,,
4/6/16,528.75,,,,,,,,
4/7/16,530.78,,,,,,,,
4/8/16,530.21,,,,,,,,
4/11/16,530.2,,,,,,,,
4/12/16,528.61,,,,,,,,
4/13/16,528.53,,,,,,,,
4/14/16,527.5,,,,,,,,
4/15/16,528.79,,,,,,,,
4/18/16,528.38,,,,,,,,
4/19/16,527.62,,,,,,,,
4/20/16,525.97,,,,,,,,
4/21/16,525.32,,,,,,,,
4/22/16,524.91,,,,,,,,
4/25/16,524.5,,,,,,,,
4/26/16,523.62,,,,,,,,
4/27/16,525.79,,,,,,,,
4/28/16,527.09,,,,,,,,
4/29/16,527.1,,,,,,,,
5/2/16,526.07,,,,,,,,
5/3/16,528.14,,,,,,,,
5/4/16,528.93,,,,,,,,
5/5/16,529.91,,,,,,,,
5/6/16,529.02,,,,,,,,
5/9/16,530.14,,,,,,,,
5/10/16,530.01,,,,,,,,
5/11/16,530.27,,,,,,,,
5/12/16,529.24,,,,,,,,
5/13/16,530.41,,,,,,,,
5/16/16,528.89,,,,,,,,
5/17/16,528.39,,,,,,,,
5/18/16,525.15,,,,,,,,
5/19/16,525.67,,,,,,,,
5/20/16,525.99,,,,,,,,
5/23/16,526.1,,,,,,,,
5/24/16,525.19,,,,,,,,
5/25/16,524.98,,,,,,,,
5/26/16,526.54,,,,,,,,
5/27/16,525.63,,,,,,,,
5/31/16,525.97,,,,,,,,
6/1/16,525.71,,,,,,,,
6/2/16,526.86,,,,,,,,
6/3/16,530.71,,,,,,,,
6/6/16,529.93,,,,,,,,
6/7/16,530.53,,,,,,,,
6/8/16,530.63,,,,,,,,
6/9/16,531.16,,,,,,,,
6/10/16,532.52,,,,,,,,
6/13/16,533.6,,,,,,,,
6/14/16,533.34,,,,,,,,
6/15/16,535.01,,,,,,,,
6/16/16,534.99,,,,,,,,
6/17/16,534.18,,,,,,,,
6/20/16,532.53,,,,,,,,
6/21/16,531.74,,,,,,,,
6/22/16,532.45,,,,,,,,
6/23/16,530.51,,,,,,,,
6/24/16,535.81,,,,,,,,
6/27/16,538.77,,,,,,,,
6/28/16,538.82,,,,,,,,
6/29/16,537.2,,,,,,,,
6/30/16,538.12,,,,,,,,
7/1/16,538.43,,,,,,,,
7/5/16,541.04,,,,,,,,
7/6/16,540.31,,,,,,,,
7/7/16,540.45,,,,,,,,
7/8/16,540.77,,,,,,,,
7/11/16,538.58,,,,,,,,
7/12/16,536.54,,,,,,,,
7/13/16,537.57,,,,,,,,
7/14/16,536.25,,,,,,,,
7/15/16,534.52,,,,,,,,
7/18/16,535.05,,,,,,,,
7/19/16,535.76,,,,,,,,
7/20/16,534.94,,,,,,,,
7/21/16,535.87,,,,,,,,
7/22/16,535.4,,,,,,,,
7/25/16,535.14,,,,,,,,
7/26/16,535.3,,,,,,,,
7/27/16,536.84,,,,,,,,
7/28/16,536.92,,,,,,,,
7/29/16,538.75,,,,,,,,
8/1/16,538,,,,,,,,
8/2/16,537.27,,,,,,,,
8/3/16,537.42,,,,,,,,
8/4/16,538.69,,,,,,,,
8/5/16,535.75,,,,,,,,
8/8/16,535.56,,,,,,,,
8/9/16,536.54,,,,,,,,
8/10/16,537.76,,,,,,,,
8/11/16,535.39,,,,,,,,
8/12/16,536.99,,,,,,,,
8/15/16,536.13,,,,,,,,
8/16/16,535.31,,,,,,,,
8/17/16,535.69,,,,,,,,
8/18/16,536.72,,,,,,,,
8/19/16,535.17,,,,,,,,
8/22/16,536.26,,,,,,,,
8/23/16,536.03,,,,,,,,
8/24/16,536.07,,,,,,,,
8/25/16,535.45,,,,,,,,
8/26/16,533.06,,,,,,,,
8/29/16,535.06,,,,,,,,
8/30/16,534.84,,,,,,,,
8/31/16,534.8,,,,,,,,
9/1/16,534.84,,,,,,,,
9/2/16,534.33,,,,,,,,
9/6/16,536.44,,,,,,,,
9/7/16,536.47,,,,,,,,
9/8/16,534.27,,,,,,,,
9/9/16,533.07,,,,,,,,
9/12/16,533.66,,,,,,,,
9/13/16,532.45,,,,,,,,
9/14/16,533.4,,,,,,,,
9/15/16,533.84,,,,,,,,
9/16/16,533.92,,,,,,,,
9/19/16,533.47,,,,,,,,
9/20/16,533.89,,,,,,,,
9/21/16,534.38,,,,,,,,
9/22/16,535.25,,,,,,,,
9/23/16,535.6,,,,,,,,
9/26/16,536.94,,,,,,,,
9/27/16,537.36,,,,,,,,
9/28/16,536.97,,,,,,,,
9/29/16,537.52,,,,,,,,
9/30/16,536.38,,,,,,,,
10/3/16,535.58,,,,,,,,
10/4/16,534.01,,,,,,,,
10/5/16,533.13,,,,,,,,
10/6/16,532.23,,,,,,,,
10/7/16,532.83,,,,,,,,
10/11/16,531.77,,,,,,,,
10/12/16,531.82,,,,,,,,
10/13/16,532.85,,,,,,,,
10/14/16,531.92,,,,,,,,
10/17/16,533.02,,,,,,,,
10/18/16,533.6,,,,,,,,
10/19/16,533.74,,,,,,,,
10/20/16,533.37,,,,,,,,
10/21/16,533.55,,,,,,,,
10/24/16,532.99,,,,,,,,
10/25/16,533,,,,,,,,
10/26/16,532.23,,,,,,,,
10/27/16,530.9,,,,,,,,
10/28/16,531.18,,,,,,,,
10/31/16,531.77,,,,,,,,
11/1/16,531.99,,,,,,,,
11/2/16,533.12,,,,,,,,
11/3/16,533.11,,,,,,,,
11/4/16,534.16,,,,,,,,
11/7/16,532.45,,,,,,,,
11/8/16,530.97,,,,,,,,
11/9/16,525.88,,,,,,,,
11/10/16,523.87,,,,,,,,
11/14/16,520.81,,,,,,,,
11/15/16,520.47,,,,,,,,
11/16/16,520.63,,,,,,,,
11/17/16,519.14,,,,,,,,
11/18/16,517.2,,,,,,,,
11/21/16,517.69,,,,,,,,
11/22/16,517.99,,,,,,,,
11/23/16,516.38,,,,,,,,
11/25/16,516.28,,,,,,,,
11/28/16,517.69,,,,,,,,
11/29/16,517.98,,,,,,,,
11/30/16,515.88,,,,,,,,
12/1/16,514.5,,,,,,,,
12/2/16,516.34,,,,,,,,
12/5/16,516.17,,,,,,,,
12/6/16,516.51,,,,,,,,
12/7/16,517.74,,,,,,,,
12/8/16,516.64,,,,,,,,
12/9/16,514.77,,,,,,,,
12/12/16,514.98,,,,,,,,
12/13/16,514.86,,,,,,,,
12/14/16,511.2,,,,,,,,
12/15/16,509.72,,,,,,,,
12/16/16,510.43,,,,,,,,
12/19/16,512.17,,,,,,,,
12/20/16,511.52,,,,,,,,
12/21/16,512.13,,,,,,,,
12/22/16,511.91,,,,,,,,
12/23/16,512.21,,,,,,,,
12/27/16,511.65,,,,,,,,
12/28/16,513.13,,,,,,,,
12/29/16,514.5,,,,,,,,
12/30/16,515.45,,,,,,,,
1/3/17,515.54,,,,,,,,
1/4/17,516.01,,,,,,,,
1/5/17,518.39,,,,,,,,
1/6/17,516.48,,,,,,,,
1/9/17,518.01,,,,,,,,
1/10/17,517.99,,,,,,,,
1/11/17,518.16,,,,,,,,
1/12/17,518.61,,,,,,,,
1/13/17,517.56,,,,,,,,
1/17/17,519.78,,,,,,,,
1/18/17,516.76,,,,,,,,
1/19/17,515.58,,,,,,,,
1/20/17,516.11,,,,,,,,
1/23/17,518.35,,,,,,,,
1/24/17,516.75,,,,,,,,
1/25/17,514.97,,,,,,,,
1/26/17,515.69,,,,,,,,
1/27/17,516.1,,,,,,,,
1/30/17,516.15,,,,,,,,
1/31/17,517.43,,,,,,,,
2/1/17,516.81,,,,,,,,
2/2/17,517,,,,,,,,
2/3/17,517.31,,,,,,,,
2/6/17,519.29,,,,,,,,
2/7/17,519.73,,,,,,,,
2/8/17,521.18,,,,,,,,
2/9/17,519.11,,,,,,,,
2/10/17,518.79,,,,,,,,
2/13/17,518.19,,,,,,,,
2/14/17,516.56,,,,,,,,
2/15/17,515.67,,,,,,,,
2/16/17,517.4,,,,,,,,
2/17/17,518.52,,,,,,,,
2/21/17,518.34,,,,,,,,
2/22/17,518.99,,,,,,,,
2/23/17,520.07,,,,,,,,
2/24/17,521.81,,,,,,,,
2/27/17,520.23,,,,,,,,
2/28/17,519.83,,,,,,,,
3/1/17,516.91,,,,,,,,
3/2/17,515.96,,,,,,,,
3/3/17,516.38,,,,,,,,
3/6/17,516.39,,,,,,,,
3/7/17,515.54,,,,,,,,
3/8/17,514.34,,,,,,,,
3/9/17,513.12,,,,,,,,
3/10/17,513.94,,,,,,,,
3/13/17,513.1,,,,,,,,
3/14/17,513.48,,,,,,,,
3/15/17,516.99,,,,,,,,
3/16/17,515.98,,,,,,,,
3/17/17,516.94,,,,,,,,
3/20/17,517.89,,,,,,,,
3/21/17,519.19,,,,,,,,
3/22/17,519.62,,,,,,,,
3/23/17,519.25,,,,,,,,
3/24/17,519.38,,,,,,,,
3/27/17,520.37,,,,,,,,
3/28/17,519.08,,,,,,,,
3/29/17,520.34,,,,,,,,
3/30/17,519.29,,,,,,,,
3/31/17,520.21,,,,,,,,
4/3/17,522.38,,,,,,,,
4/4/17,521.85,,,,,,,,
4/5/17,522.84,,,,,,,,
4/6/17,522.58,,,,,,,,
4/7/17,520.96,,,,,,,,
4/10/17,521.66,,,,,,,,
4/11/17,523.64,,,,,,,,
4/12/17,524.85,,,,,,,,
4/13/17,525.94,,,,,,,,
4/17/17,525.41,,,,,,,,
4/18/17,527.81,,,,,,,,
4/19/17,526.65,,,,,,,,
4/20/17,525.75,,,,,,,,
4/21/17,526.14,,,,,,,,
4/24/17,525.22,,,,,,,,
4/25/17,523.32,,,,,,,,
4/26/17,524.34,,,,,,,,
4/27/17,524.74,,,,,,,,
4/28/17,525.01,,,,,,,,
5/1/17,524.19,,,,,,,,
5/2/17,525.21,,,,,,,,
5/3/17,524.01,,,,,,,,
5/4/17,523.22,,,,,,,,
5/5/17,523.43,,,,,,,,
5/8/17,522.52,,,,,,,,
5/9/17,522.19,,,,,,,,
5/10/17,522,,,,,,,,
5/11/17,522.47,,,,,,,,
5/12/17,524.52,,,,,,,,
5/15/17,524.23,,,,,,,,
5/16/17,524.67,,,,,,,,
5/17/17,527.9,,,,,,,,
5/18/17,527.4,,,,,,,,
5/19/17,527.18,,,,,,,,
5/22/17,526.84,,,,,,,,
5/23/17,525.78,,,,,,,,
5/24/17,526.97,,,,,,,,
5/25/17,526.98,,,,,,,,
5/26/17,527.14,,,,,,,,
5/30/17,528.14,,,,,,,,
5/31/17,528.38,,,,,,,,
6/1/17,528.23,,,,,,,,
6/2/17,529.96,,,,,,,,
6/5/17,529.2,,,,,,,,
6/6/17,530.43,,,,,,,,
6/7/17,529.51,,,,,,,,
6/8/17,529.03,,,,,,,,
6/9/17,528.57,,,,,,,,
6/12/17,528.6,,,,,,,,
6/13/17,528.61,,,,,,,,
6/14/17,530.51,,,,,,,,
6/15/17,529.52,,,,,,,,
6/16/17,529.92,,,,,,,,
6/19/17,528.72,,,,,,,,
6/20/17,529.63,,,,,,,,
6/21/17,529.44,,,,,,,,
6/22/17,529.78,,,,,,,,
6/23/17,529.91,,,,,,,,
6/26/17,530.14,,,,,,,,
6/27/17,528.16,,,,,,,,
6/28/17,528.35,,,,,,,,
6/29/17,527.08,,,,,,,,
6/30/17,525.94,,,,,,,,
7/3/17,524.66,,,,,,,,
7/5/17,525.11,,,,,,,,
7/6/17,524.47,,,,,,,,
7/7/17,524.06,,,,,,,,
7/10/17,524.76,,,,,,,,
7/11/17,525.34,,,,,,,,
7/12/17,526.59,,,,,,,,
7/13/17,526.04,,,,,,,,
7/14/17,526.86,,,,,,,,
7/17/17,527.31,,,,,,,,
7/18/17,528.67,,,,,,,,
7/19/17,528.4,,,,,,,,
7/20/17,528.43,,,,,,,,
7/21/17,529.24,,,,,,,,
7/24/17,528.87,,,,,,,,
7/25/17,526.74,,,,,,,,
7/26/17,528.26,,,,,,,,
7/27/17,527.83,,,,,,,,
7/28/17,528.4,,,,,,,,
7/31/17,528.42,,,,,,,,
8/1/17,529.53,,,,,,,,
8/2/17,529.07,,,,,,,,
8/3/17,530.34,,,,,,,,
8/4/17,529.24,,,,,,,,
8/7/17,529.46,,,,,,,,
8/8/17,529.22,,,,,,,,
8/9/17,529.83,,,,,,,,
8/10/17,531.1,,,,,,,,
8/11/17,531.83,,,,,,,,
